batch_id,created_at,keyword,background,question,answer
20260220_123144,2026-02-20 12:34:13,[디지털 정부 및 정보화] 쿠팡 개인정보 유출 사고 및 정부 관리 부실,"- 쿠팡에서 3367만 건의 개인정보가 유출되었으며, 이는 국내 최대 규모의 데이터 유출 사건으로 기록됨.
- 유출된 정보에는 고객의 결제 정보와 배송지 목록이 포함되어 있으며, 1억4000만 회 조회된 사실이 드러남.
- 정부는 쿠팡의 관리 부실 문제를 지적하며, 이 사건이 단순한 해킹이 아닌 관리 소홀로 인한 것임을 강조함.
- 개인정보보호위원회는 이 사건에 대한 국정조사를 요구하고 있으며, 여야 정치권에서도 책임을 묻고 있음.
- 쿠팡은 유출 사실을 축소 공시한 의혹이 제기되며, 이에 대한 비판이 거세지고 있음.","- 쿠팡의 개인정보 유출 사건에 대한 정부의 사전 인지 여부는 무엇입니까?
- 정부는 쿠팡의 관리 부실에 대해 어떤 구체적인 조치를 취할 것입니까?","- 정부는 쿠팡의 개인정보 유출 사건에 대해 사전 인지하지 못했음을 인정하며, 향후 유사 사건 방지를 위한 정보 관리 체계 강화를 약속함.
- 개인정보 보호법 개정안을 통해 유출 시 과징금을 매출의 10%로 현실화하는 방안을 추진하고 있음.
- 정부는 쿠팡과 같은 대형 플랫폼에 대한 정기적인 보안 점검을 의무화하고, 민관 합동 조사단을 구성하여 사건의 전반적인 원인을 분석할 계획임.
- 쿠팡에 대한 관리 감독을 강화하기 위해 개인정보 보호위원회와 협력하여 정기적인 감사 및 점검을 실시할 예정임.
- 향후 모든 기업에 대한 개인정보 관리 매뉴얼을 정비하고, 교육 프로그램을 강화하여 유사 사건의 재발을 방지할 계획임."
20260220_123144,2026-02-20 12:34:13,[재난대응 및 복구] 서산 폭우 참사 및 재난 대응 실패,"- 서산에서 발생한 폭우로 인해 13명이 사망하고, 시민단체는 정부의 재난 대응 실패를 강하게 비판함.
- 재난 발생 후 정부의 초기 대응이 미흡했으며, 피해 복구에 대한 체계적인 계획이 부족하다는 지적이 있음.
- 피해자 가족들은 정부의 책임을 묻고 있으며, 재난 관리 체계의 전반적인 점검이 필요하다는 목소리가 커지고 있음.
- 서산시와 경찰 등 관련 공무원 13명이 송치되었으며, 이로 인해 행정의 책임이 더욱 부각되고 있음.
- 재난 대응 매뉴얼의 부실함과 현장 이행력의 부족이 반복적으로 지적되고 있음.","- 서산 폭우 참사에 대한 정부의 사전 대비는 충분했습니까?
- 정부는 향후 재난 대응 체계를 어떻게 개선할 것입니까?","- 정부는 서산 폭우 참사에 대한 사전 대비가 부족했음을 인정하며, 향후 재난 발생 시 신속한 대응 체계를 구축할 것을 약속함.
- 재난 관리 매뉴얼을 전면 개정하고, 각 지방자치단체에 대한 재난 대응 훈련을 강화하여 현장 이행력을 높일 계획임.
- 범부처 협력 체계를 구축하여 재난 발생 시 즉각적인 지원이 가능하도록 시스템을 개선할 예정임.
- 재난 대응을 위한 전담 기구를 신설하여, 재난 발생 시 신속한 의사결정과 자원 배분이 이루어질 수 있도록 할 계획임.
- 향후 재난 대응 체계의 실효성을 높이기 위해 정기적인 모의 훈련을 실시하고, 시민 참여를 확대할 방침임."
20260220_123144,2026-02-20 12:34:13,[경찰 제도 및 행정] 부산 돌려차기 사건 및 경찰 부실 수사,"- 부산에서 발생한 돌려차기 사건에 대해 법원이 국가의 배상 책임을 인정하며 경찰의 부실 수사를 비판함.
- 피해자는 경찰의 초기 대응이 미흡했으며, 사건의 진상 규명이 지연되었다고 주장함.
- 경찰의 수사 과정에서의 절차적 정당성이 결여되었고, 피해자 보호 조치가 부족했다는 지적이 있음.
- 법원은 경찰의 부실 수사가 피해자에게 심각한 피해를 초래했다고 판단함.
- 이 사건은 경찰의 신뢰도에 큰 타격을 주었으며, 향후 경찰 수사 체계에 대한 전면적인 점검이 필요하다는 목소리가 커지고 있음.","- 부산 돌려차기 사건에 대한 경찰의 초기 대응은 적절했습니까?
- 정부는 경찰 수사 체계에 대해 어떤 개선 조치를 취할 것입니까?","- 정부는 부산 돌려차기 사건에 대한 경찰의 초기 대응이 적절하지 않았음을 인정하며, 향후 피해자 보호를 위한 조치를 강화할 것임을 약속함.
- 경찰 수사 매뉴얼을 전면 개정하고, 피해자 보호를 위한 전담 부서를 신설하여 사건 발생 시 신속한 지원이 이루어질 수 있도록 할 계획임.
- 경찰 내부의 부실 수사에 대한 감사를 강화하고, 외부 전문가의 참여를 통해 수사 과정의 투명성을 높일 예정임.
- 향후 모든 경찰관에 대한 재교육을 실시하여, 피해자 보호 및 인권 존중의 중요성을 강조할 방침임.
- 경찰 수사 체계의 신뢰성을 높이기 위해 정기적인 시민 의견 수렴을 통해 개선점을 도출할 계획임."
20260220_123144,2026-02-20 12:34:13,[재난관리 및 법령] 이태원 참사 후 지능형 CCTV 도입 지연,"- 이태원 참사 이후 약속된 지능형 CCTV의 전면 교체가 3분의 1 수준에 그쳐 비판을 받고 있음.
- 정부는 CCTV 도입을 통해 재난 발생 시 신속한 대응을 약속했으나, 실제 이행이 미흡하다는 지적이 있음.
- 시민단체는 정부의 재난 관리 체계가 여전히 부실하다고 주장하며, 책임을 물어야 한다고 강조함.
- CCTV 도입 지연으로 인해 재난 발생 시 실시간 모니터링이 어려워져 피해를 키울 수 있다는 우려가 제기됨.
- 이태원 참사와 같은 대형 사고를 예방하기 위한 체계적인 관리가 필요하다는 목소리가 커지고 있음.","- 이태원 참사 이후 지능형 CCTV 도입이 지연된 이유는 무엇입니까?
- 정부는 향후 CCTV 도입을 어떻게 추진할 것입니까?","- 정부는 이태원 참사 이후 지능형 CCTV 도입이 지연된 이유로 예산 부족과 기술적 문제를 언급하며, 향후 신속한 도입을 위해 예산을 우선 배정할 것임을 약속함.
- CCTV 도입을 위한 전담 기구를 신설하여, 기술 개발 및 설치를 신속하게 진행할 계획임.
- 모든 대형 행사에 대한 CCTV 설치를 의무화하고, 실시간 모니터링 시스템을 구축하여 재난 발생 시 즉각적인 대응이 가능하도록 할 예정임.
- 향후 CCTV 운영 및 관리에 대한 매뉴얼을 정비하고, 정기적인 점검을 통해 시스템의 신뢰성을 높일 방침임.
- 시민 참여를 통해 CCTV 설치 지역에 대한 의견을 수렴하고, 주민의 안전을 최우선으로 고려할 계획임."
20260220_123144,2026-02-20 12:34:13,[디지털 정부 및 정보화] KT 해킹 은폐 의혹 및 적극행정 주문,"- KT에서 발생한 해킹 사건이 은폐되었다는 의혹이 제기되며, 정부의 적극행정이 필요하다는 목소리가 커지고 있음.
- 해킹 사건으로 인해 고객의 개인정보가 유출되었으며, 이에 대한 정부의 대응이 미흡하다는 비판이 제기됨.
- 정부는 해킹 사건에 대한 사실관계를 확인하고, 피해자 보호를 위한 조치를 강화할 필요성이 대두됨.
- KT의 해킹 사건은 기업의 보안 관리 부실을 드러내며, 정부의 관리 감독이 필요하다는 지적이 있음.
- 해킹 사건에 대한 적극적인 대응이 이루어지지 않을 경우, 국민의 신뢰가 더욱 떨어질 수 있다는 우려가 제기됨.","- KT 해킹 사건에 대한 정부의 사전 인지 여부는 무엇입니까?
- 정부는 향후 해킹 사건에 대해 어떤 구체적인 조치를 취할 것입니까?","- 정부는 KT 해킹 사건에 대한 사전 인지가 부족했음을 인정하며, 향후 해킹 사건 발생 시 신속한 대응 체계를 구축할 것임을 약속함.
- 해킹 사건에 대한 전담 기구를 신설하여, 사건 발생 시 즉각적인 조사와 피해자 보호를 위한 조치를 취할 계획임.
- 모든 기업에 대한 보안 점검을 의무화하고, 정기적인 감사 및 교육을 통해 보안 관리 체계를 강화할 예정임.
- 해킹 사건 발생 시 기업의 책임을 명확히 하고, 피해자에 대한 보상 체계를 마련할 방침임.
- 향후 해킹 사건에 대한 정보 공유 체계를 구축하여, 유사 사건의 재발을 방지할 계획임."
20260220_123144,2026-02-20 12:34:13,[지방자치 제도 및 분권] 창원특례시 NC파크 사고 및 관리체계 강화,"- 창원특례시에서 발생한 NC파크 사고로 인해 시민의 안전이 위협받고 있으며, 관리체계의 부실이 지적됨.
- 사고 발생 후 창원시는 시설 관리체계 강화를 약속했으나, 구체적인 실행 계획이 부족하다는 비판이 제기됨.
- 시민단체는 사고의 원인 규명과 함께 재발 방지를 위한 체계적인 대책이 필요하다고 주장함.
- 사고로 인해 시민의 안전이 위협받고 있으며, 이에 대한 정부의 책임이 강조되고 있음.
- 창원시는 사고 조사 결과를 바탕으로 시설 전반의 관리체계를 강화할 것이라고 발표함.","- NC파크 사고에 대한 창원시의 초기 대응은 적절했습니까?
- 창원시는 향후 시설 관리체계를 어떻게 개선할 것입니까?","- 창원시는 NC파크 사고에 대한 초기 대응이 미흡했음을 인정하며, 향후 시민의 안전을 최우선으로 고려할 것임을 약속함.
- 시설 관리체계 강화를 위해 전문 인력을 채용하고, 정기적인 안전 점검을 실시할 계획임.
- 사고 조사 결과를 바탕으로 시설 운영 매뉴얼을 전면 개정하고, 안전 교육을 강화할 예정임.
- 시민의 의견을 반영하여 시설 개선 방안을 마련하고, 정기적인 소통을 통해 안전 관리 체계를 강화할 방침임.
- 향후 모든 시설에 대한 안전 점검을 의무화하고, 사고 발생 시 신속한 대응 체계를 구축할 계획임."
20260220_123144,2026-02-20 12:34:13,[민원 및 행정 서비스] 공무원 보호 법안 발의 및 악성 민원 문제,"- 공무원연맹과 민주당 김상욱 의원이 악성 민원으로부터 공무원을 보호하기 위한 법안을 발의함.
- 악성 민원으로 인해 공무원들이 심리적 압박을 받고 있으며, 이로 인해 업무 효율성이 저하되고 있다는 지적이 있음.
- 정부는 공무원 보호를 위한 법적 장치를 마련해야 한다는 목소리가 커지고 있으며, 이에 대한 대책이 필요함.
- 악성 민원 문제는 공무원의 사기 저하와 직결되며, 공공 서비스의 질에도 영향을 미칠 수 있다는 우려가 제기됨.
- 공무원 보호 법안이 통과될 경우, 민원 처리 과정에서의 공무원 보호가 강화될 것으로 기대됨.","- 악성 민원으로부터 공무원을 보호하기 위한 법안의 필요성은 무엇입니까?
- 정부는 공무원 보호를 위해 어떤 구체적인 조치를 취할 것입니까?","- 정부는 악성 민원으로부터 공무원을 보호하기 위한 법안의 필요성을 인정하며, 법안 통과를 위해 적극 지원할 것임을 약속함.
- 공무원 보호를 위한 교육 프로그램을 강화하고, 민원 처리 과정에서의 안전 장치를 마련할 계획임.
- 악성 민원 발생 시 신속한 대응 체계를 구축하여, 공무원의 심리적 안정을 도모할 예정임.
- 공무원 보호 법안 통과 후, 관련 법령을 정비하고, 민원 처리 매뉴얼을 개정하여 공무원의 권리를 보장할 방침임.
- 향후 공무원 보호를 위한 전담 기구를 신설하여, 민원 처리 과정에서의 공무원 보호를 강화할 계획임."
20260220_123144,2026-02-20 12:34:13,[생활 및 다중시설 안전] 설 연휴 다중이용시설 안전 점검 및 사고 예방,"- 설 연휴를 맞아 다중이용시설에 대한 안전 점검이 강화되고 있으며, 사고 예방을 위한 대책이 마련되고 있음.
- 각 지자체는 다중이용시설에 대한 안전 점검을 실시하고, 시민의 안전을 최우선으로 고려하고 있음.
- 안전 점검 결과에 따라 시설 개선이 이루어질 예정이며, 사고 예방을 위한 교육 프로그램도 강화될 계획임.
- 시민단체는 다중이용시설의 안전 관리 체계가 미흡하다고 지적하며, 정부의 책임을 강조하고 있음.
- 다중이용시설에서의 사고 예방을 위한 체계적인 관리가 필요하다는 목소리가 커지고 있음.","- 설 연휴 다중이용시설 안전 점검의 필요성은 무엇입니까?
- 정부는 다중이용시설 안전 관리를 위해 어떤 구체적인 조치를 취할 것입니까?","- 정부는 설 연휴 다중이용시설 안전 점검의 필요성을 인정하며, 시민의 안전을 최우선으로 고려할 것임을 약속함.
- 다중이용시설에 대한 정기적인 안전 점검을 의무화하고, 안전 교육 프로그램을 강화할 계획임.
- 사고 발생 시 신속한 대응 체계를 구축하여, 시민의 안전을 보장할 예정임.
- 향후 다중이용시설 안전 관리 매뉴얼을 정비하고, 시민의 의견을 반영하여 개선 방안을 마련할 방침임.
- 정부는 다중이용시설 안전 관리를 위한 전담 기구를 신설하여, 안전 점검과 사고 예방을 강화할 계획임."
20260220_123144,2026-02-20 12:34:13,[지방자치 제도 및 분권] 대전시의회 행정통합 주민투표 촉구 결의안 채택,"- 대전시의회가 행정통합 주민투표 촉구 결의안을 채택하며, 여야 간의 갈등이 심화되고 있음.
- 주민투표를 통해 행정통합에 대한 시민의 의견을 수렴하자는 주장이 제기되고 있으며, 정치적 공방이 격화되고 있음.
- 주민의 의견을 반영하지 않은 행정통합 추진은 민주적 절차에 어긋난다는 비판이 제기됨.
- 대전시의회는 주민투표를 통해 행정통합의 정당성을 확보하고자 하며, 이에 대한 여론이 분분함.
- 행정통합에 대한 주민의 의견을 수렴하는 과정이 필요하다는 목소리가 커지고 있음.","- 대전시의회가 행정통합 주민투표 촉구 결의안을 채택한 이유는 무엇입니까?
- 정부는 행정통합 주민투표에 대해 어떤 입장을 취할 것입니까?","- 대전시의회는 행정통합 주민투표 촉구 결의안을 채택한 이유로 주민의 의견을 반영하기 위한 민주적 절차의 필요성을 강조함.
- 정부는 행정통합 주민투표에 대해 시민의 의견을 존중하며, 주민의 참여를 보장할 것임을 약속함.
- 주민투표를 통해 행정통합의 정당성을 확보하고, 시민의 의견을 반영한 정책을 추진할 계획임.
- 향후 주민투표 결과를 바탕으로 행정통합 추진 여부를 결정할 방침이며, 시민의 의견을 최우선으로 고려할 예정임.
- 정부는 주민투표 과정에서의 투명성을 보장하고, 시민의 참여를 확대하기 위한 방안을 마련할 계획임."
20260220_123144,2026-02-20 12:34:13,[지방자치 제도 및 분권] 대전·충남 행정통합 논란 및 주민투표 필요성,"- 대전·충남 행정통합 논란이 격화되며, 주민투표의 필요성이 대두되고 있음.
- 여야 간의 정치적 공방이 심화되며, 주민의 의견을 반영하지 않은 통합 추진은 민주적 절차에 어긋난다는 비판이 제기됨.
- 주민투표를 통해 행정통합에 대한 시민의 의견을 수렴하자는 주장이 제기되고 있으며, 이에 대한 여론이 분분함.
- 대전·충남 행정통합은 지역 주민의 삶에 직접적인 영향을 미치는 사안으로, 주민의 의견을 반영하는 과정이 필요하다는 목소리가 커지고 있음.
- 행정통합 추진 과정에서의 투명성과 시민 참여가 강조되고 있음.","- 대전·충남 행정통합 논란의 핵심 쟁점은 무엇입니까?
- 정부는 대전·충남 행정통합 주민투표에 대해 어떤 입장을 취할 것입니까?","- 대전·충남 행정통합 논란의 핵심 쟁점은 주민의 의견을 반영하지 않은 통합 추진이 민주적 절차에 어긋난다는 점임.
- 정부는 대전·충남 행정통합 주민투표에 대해 시민의 의견을 존중하며, 주민의 참여를 보장할 것임을 약속함.
- 주민투표를 통해 행정통합의 정당성을 확보하고, 시민의 의견을 반영한 정책을 추진할 계획임.
- 향후 주민투표 결과를 바탕으로 행정통합 추진 여부를 결정할 방침이며, 시민의 의견을 최우선으로 고려할 예정임.
- 정부는 주민투표 과정에서의 투명성을 보장하고, 시민의 참여를 확대하기 위한 방안을 마련할 계획임."
